id,action,magic,ticket,symbol,type,volume,open_price,sl,tp,close_profit,comment,timestamp,received_at
1,open,123,2711033253,BTCUSDm,sell,0.1,81476.18,0.0,81274.99,,Grid Add Market,2026.05.05 18:20:02,2026-05-05T18:38:01.712477
